paper_id,title,has_demand,demand_count,has_compliance,compliance_count,decision,acceptance
cQgjz0mf0r,Deep Network Partition Density Exhibits Double Descent,False,0,False,0,Reject,False
i8PjQT3Uig,Locality Sensitive Sparse Encoding for Learning World Models Online,False,0,False,0,Accept (poster),True
e47RxA52sT,Towards Relaxing the Unbiasedness Condition of Doubly Robust Estimators for Debiased Recommendation,False,0,False,0,,
JWrl5pJCnl,Instruct2Act: Mapping Multi-modality Instructions to Robotic Arm Actions with Large Language Model,False,0,False,0,Reject,False
uvYgx8raPO,Trust-Region Method Based on Probabilistic Models for Multi-Objective Optimization,False,0,False,0,,
jUNSBetmAo,Beyond Disentanglement: On the Orthogonality of Learned Representations,False,0,False,0,Reject,False
7QlKLvfVge,Directional Rank Reduction for Backdoor Defense,False,0,False,0,Reject,False
yacRhge4zQ,Regulation Games for Trustworthy Machine Learning,False,0,False,0,Reject,False
rEQ8OiBxbZ,3D Molecular Pretraining via Localized Geometric Generation,False,0,False,0,Reject,False
UVSKuh9eK5,CLIP Exhibits Improved Compositional Generalization Through Representation Disentanglement,False,0,False,0,Reject,False
1XHzHMQfcK,Significance of Fairly Distributed Instances and Optimal Ratio for Validation Set in Machine Learning,False,0,False,0,,
23OEmHVkpq,Disentanglement Learning via Topology,False,0,True,1,Reject,False
iS7c9lkXuF,Object-Centric Noise Filtering in Neural Radiance Fields via Influence Functions and Segmentation,False,0,False,0,,
E5CMyG6jl0,Unified Language Model Alignment with Demonstration and Point-wise Human Preference,False,0,False,0,Reject,False
AOSsLRKQrX,DisFormer: Disentangled Object Representations for Learning Visual Dynamics Via Transformers,True,1,False,0,Reject,False
uEYxHVQJF4,Why are hyperbolic neural networks effective? A study on hierarchical representation capability,False,0,False,0,,
1FWDEIGm33,Large Language Models as superpositions of cultural perspectives,False,0,False,0,Reject,False
hxAveMWogn,InstaTAP: Instance Motion Estimation for Tracking Any Point,False,0,False,0,,
dYjuJGTEbc,An Enhanced Gromov-Wasserstein Barycenter Method for Graph-based Clustering,False,0,False,0,Reject,False
hcXfzlmg7Y,Trolley Problems for Large Language Models Across 100+ Languages,False,0,False,0,,
kIZcruKmBg,Physics-informed neural networks for transformed geometries and manifolds,False,0,False,0,,
eepoE7iLpL,Enhancing Neural Subset Selection: Integrating Background Information into Set Representations,False,0,True,1,Accept (poster),True
hLT9cW4Afz,Causal Impact Index: A Causal Formulation of Citations,False,0,False,0,,
iQHL76NqJT,Node-CwR: Node Classification with Reject Option,False,0,False,0,,
ISq7Hnln0t,Segment Anything Meets Universal Adversarial Perturbation,False,0,False,0,,
7Rf2j94H1x,Episode Transformer: Model-based Episodic Reinforcement Learning,False,0,False,0,,
jXR5pjs1rV,Everyone Deserves A Reward: Learning Customized Human Preferences,False,0,False,0,Reject,False
lK2V2E2MNv,Bridging Vision and Language Spaces with Assignment Prediction,False,0,False,0,Accept (poster),True
3wL1tj3kqE,Fair Domain Generalization with Arbitrary Sensitive Attributes,False,0,False,0,Reject,False
9L9j5bQPIY,Metanetwork: A novel approach to interpreting ANNs,False,0,False,0,Reject,False
gtkFw6sZGS,Generative Judge for Evaluating Alignment,False,0,False,0,Accept (poster),True
7vVWiCrFnd,Rethinking and Extending the Probabilistic Inference Capacity of GNNs,True,1,False,0,Accept (poster),True
U2To7z3JOw,Bi-GCL: Efficient Search on Networks,False,0,False,0,,
lNIj5FdXsC,Recurrent Distance-Encoding Neural Networks for Graph Representation Learning,False,0,True,1,Reject,False
bDWXhzZT40,Learning model uncertainty as variance-minimizing instance weights,False,0,True,1,Accept (poster),True
DwcV654WBP,TVTSv2: Learning Out-of-the-box Spatiotemporal Visual Representations at Scale,False,0,False,0,Reject,False
SLw9fp4yI6,Controlled Text Generation via Language Model Arithmetic,False,0,False,0,Accept (spotlight),True
fI6TkT050a,Tracking Cognitive Development of Large Language Models,False,0,False,0,,
efxXzrbgrX,Black-box Targeted Adversarial Attack on Segment Anything (SAM),False,0,False,0,,
My7lkRNnL9,Forward Learning with Top-Down Feedback: Empirical and Analytical Characterization,False,0,False,0,Accept (poster),True
xibcBSuuq0,Do not Start with Trembling Hands: Improving Multi-agent Reinforcement Learning with Stable Prefix Policy,False,0,False,0,Reject,False
RKw6AzP2BY,Decoding LLM's: The Interplay of Transformation Matrices and Input Complexity,False,0,False,0,,
B0wJ5oCPdB,Chain-of-Symbol Prompting for Spatial Relationships in Large Language Models,False,0,False,0,Reject,False
IefMMX12yk,Lightweight Graph Neural Network Search with Graph Sparsification,True,1,False,0,Reject,False
pYmQId95iR,RLP: A reinforcement learning benchmark for neural algorithmic reasoning,False,0,True,1,Reject,False
xVoj8AtyQ1,Vision Transformer with Irregular Attention,False,0,False,0,,
AZGIwqCyYY,Towards Cross Domain Generalization of Hamiltonian Representation via Meta Learning,False,0,True,2,Accept (poster),True
Q3aKBKCqG8,UBERT: Unsupervised adaptive early exits in BERT,False,0,False,0,,
J562Q8Hjut,PEACH: Pretrained-embedding Explanation Across Contextual and Hierarchical Structure,False,0,False,0,,
b0IRscfEOb,"ReLiK: Retrieve, Read and LinK: Fast and Accurate Entity Linking and Relation Extraction on an Academic Budget",False,0,False,0,Reject,False
BTKAeLqLMw,What Makes Good Data for Alignment? A Comprehensive Study of Automatic Data Selection in Instruction Tuning,False,0,False,0,Accept (poster),True
AJBkfwXh3u,Causality-Inspired Spatial-Temporal Explanations for Dynamic Graph Neural Networks,True,1,False,0,Accept (poster),True
tmsqb6WpLz,Dissecting learning and forgetting in language model finetuning,False,0,False,0,Accept (poster),True
RpKA1wqgk0,MetaFormer with Holistic Attention Modelling Improves Few-Shot Classification,False,0,True,1,,
xNdE7RiRyP,TinyTrain: Deep Neural Network Training at the Extreme Edge,False,0,True,1,Reject,False
TPZRq4FALB,Test-time Adaptation against Multi-modal Reliability Bias,False,0,False,0,Accept (poster),True
UPyLDIVBNP,Fully Identical Initialization,False,0,False,0,Reject,False
30L0rr9W8A,LatentCBF: A Control Barrier Function in Latent Space for Safe Control,True,1,True,1,Reject,False
78iGZdqxYY,Mirage: Model-agnostic Graph Distillation for Graph Classification,False,0,True,1,Accept (poster),True
NqpdT8DwGc,Stealing the Invisible: Unveiling Pre-Trained CNN Models through Adversarial Examples and Timing Side-Channels,False,0,False,0,,
mYOYjhXGop,A Weakly Supervised and Globally Explainable Learning Framework for Brain Tumor Segmentation,False,0,False,0,,
D6Htk1rwkK,Exploring mechanisms of Neural Robustness: probing the bridge between geometry and spectrum,False,0,False,0,Reject,False
k65Nh7IV6X,Two-shot learning of continuous interpolation using a conceptor-aided recurrent autoencoder,False,0,False,0,Reject,False
9k0krNzvlV,On the Learnability of Watermarks for Language Models,False,0,True,1,Accept (poster),True
n1LiKueC4F,Personalized Language Generation via Bayesian Metric Augmented Retrieval,False,0,False,0,Reject,False
D0zeqL7Vnz,Prompt Sketching for Large Language Models,False,0,True,2,Reject,False
RAwfHdvisZ,Multi-modal Domain Adapter Through Hyperbolic and Topic Space,False,0,False,0,,
elMKXvhhQ9,Consistency Training with Learnable Data Augmentation for Graph Anomaly Detection with Limited Supervision,False,0,True,2,Accept (spotlight),True
QAq5JTFJmp,AN ENTROPY PERSPECTIVE IN KNOWLEDGE DISTILLATION,False,0,False,0,,
O3BaKCxTAO,OPTIMIZING STABILIZATION IN SINGULARLY PER- TURBED PROBLEMS WITH SUPG SCHEME,False,0,False,0,,
Iyve2ycvGZ,Bellman Optimal Stepsize Straightening of Flow-Matching Models,False,0,True,1,Accept (poster),True
j7S7o6ROn9,Distributional Structured Pruning by Lower bounding the Total Variation Distance using Witness functions,False,0,False,0,Reject,False
7Yg5eylBHe,ZGS-Based Event-Driven Algorithms for Bayesian Optimization in Fully Distributed Multi-Agent Systems,False,0,False,0,Reject,False
fGskrC9Wy1,Boosted Long Short-Term Memory with Additional Inner Layers,False,0,False,0,Reject,False
Xsrsj3cne4,An Optimization-Based Framework for Adversarial Defence of Graph Neural Networks Via Adaptive Lipschitz Regularization,False,0,False,0,Reject,False
wlRp8IdLkN,Teaching LLMs to Teach Themselves Better Instructions via Reinforcement Learning,True,1,False,0,,
M11LONBkx1,Diffusion with Synthetic Features: Feature Imputation for Graphs with Partially Observed Features,False,0,True,1,Reject,False
2wwPG1wpsu,LST-Bench:A Benchmark for long sequence time-series forecasting Task,False,0,False,0,Reject,False
6ARlSgun7J,Enhancing Tail Performance in Extreme Classifiers by Label Variance Reduction,False,0,True,1,Accept (poster),True
OpWg0ldkcB,Affine feature response transforms,False,0,False,0,,
LegZeFYugN,Time2Image: A Unified Image Representation Framework for Time Series Classification,False,0,True,1,Reject,False
4IxtmklIym,FruitBin: A tunable large-scale dataset for advancing 6D Pose estimation in fruit bin picking automation,False,0,False,0,Reject,False
lmYGRGyL4i,Uncovering the Spectrum of Graph Generative Models: From One-Shot to Sequential,False,0,True,1,Reject,False
kunueR6cZU,Universal Algorithm for Extreme Bandits with the Minimal Complexities,False,0,False,0,,
P2gnDEHGu3,Summing Up the Facts: Additive Mechanisms behind Factual Recall in LLMs,False,0,False,0,Reject,False
0JTwZ30qPH,Task-Oriented Multi-View Representation Learning,False,0,False,0,Reject,False
ILStlRb1Sp,Understanding the Mechanics and Dynamics of Memorisation in Large Language Models: A Case Study with Random Strings,False,0,False,0,Reject,False
Hm6maU150b,NeFL: Nested Federated Learning for Heterogeneous Clients,False,0,False,0,Reject,False
hujS6bmduD,Harnessing Text to Image Diffusion for Dense Prediction Tasks,False,0,False,0,,
Ebt7JgMHv1,Is This the Subspace You Are Looking for? An Interpretability Illusion for Subspace Activation Patching,False,0,False,0,Accept (poster),True
qgyLAr2cOs,Fixed-Budget Best Arm Identification with Variance-Dependent Regret Bounds,True,1,False,0,Reject,False
YItWKZci78,Symmetric Mean-field Langevin Dynamics for Distributional Minimax Problems,False,0,False,0,Accept (spotlight),True
RvmrhrPy7j,Causal Inference Using LLM-Guided Discovery,False,0,False,0,Reject,False
030cjlZm4a,Learning Predictive Checklists with Probabilistic Logic Programming,False,0,False,0,Reject,False
Rd4pGjTcTj,Parrot: Enhancing Multi-Turn Chat Models by Learning to Ask Questions,False,0,False,0,Reject,False
bSlAUCyY4T,Knowledge Graph Completion by Intermediate Variables Regularization,False,0,False,0,Reject,False
ukmh3mWFf0,Attributed Graph Clustering via Coarsening with Modularity,False,0,False,0,Reject,False
l18hiEXRJS,MAGDiff: Covariate Data Set Shift Detection via Activation Graphs of Deep Neural Networks,False,0,False,0,Reject,False
cwN69teRIW,Prototypes-Injected Prompt for Federated Class Incremental Learning,True,1,False,0,,
lF2aip4Scn,Demonstration-Regularized RL,False,0,True,1,Accept (poster),True
jFiFmHrIfD,Explorative Latent Self-Supervised Active Search Algorithm (ELSA),False,0,False,0,Reject,False
TvkvWjxj3T,Negative-prompt Inversion: Fast Image Inversion for Editing with Text-guided Diffusion Models,False,0,True,1,Reject,False
xVBXz7wD2m,"GatedMTL: Learning to Share, Specialize, and Prune Representations for Multi-task Learning",False,0,True,1,Reject,False
3sOE3MFepx,PDE-Diffusion: Physic guided diffusion model for solving partial derivative equations,False,0,False,0,Reject,False
wlqkRFRkYc,BEV-CLIP: Multi-modal BEV Retrieval Methodology for Complex Scene in Autonomous Driving,True,1,False,0,,
2Pup7olzxj,Differentiable Optimization in Plane-Wave Density Functional Theory for Solid States,False,0,False,0,Reject,False
vESNKdEMGp,Multilingual Jailbreak Challenges in Large Language Models,False,0,False,0,Accept (poster),True
DZ6B5u4vfe,Instruction-tuned LLMs with World Knowledge are More Aligned to the Human Brain,False,0,False,0,Reject,False
RIaIpdUCPb,Brain-inspired Geometry Constrain on Represention for Compositional Generalization,False,0,False,0,,
i1bBVKRVb5,Mask Frozen-DETR: High Quality Instance Segmentation with One GPU,True,1,False,0,,
PuCno7nwgH,Categorical Features of entities in Recommendation Systems Using Graph Neural Networks,False,0,False,0,Reject,False
csukJcpYDe,Generalized Policy Iteration using Tensor Approximation for Hybrid Control,False,0,False,0,Accept (spotlight),True
RzNlECeoOB,$t^3$-Variational Autoencoder: Learning Heavy-tailed Data with Student's t and Power Divergence,False,0,False,0,Accept (poster),True
JBLHIR8kBZ,Neuron to Graph: Interpreting Language Model Neurons at Scale,False,0,False,0,Reject,False
yGdoTL9g18,Residual Factorized Fourier Neural Operator for simulation of three-dimensional turbulence,False,0,False,0,Reject,False
Pp8Kb4hejU,Adjustable Quantile-Guided Diffusion Policy for Diverse Behavior Generation in Offline RL,False,0,False,0,Reject,False
FI0vOp2asx,Cooperative Hardware-Prompt Learning for Snapshot Compressive Imaging,False,0,False,0,Reject,False
v6a1pXXADC,Prompt Optimization via Adversarial In-Context Learning,False,0,True,2,Reject,False
6yJuDK1DsK,FEATHER: Lifelong Test-Time Adaptation with Lightweight Adapters,True,1,True,1,Reject,False
GrunXMbdXY,FLAT-Chat: A Word Recovery Attack on Federated Language Model Training,True,1,False,0,Reject,False
UTGv8CayNt,Chain-of-Thought Predictive Control,False,0,False,0,Reject,False
4dw16l4iqC,Adapting ConvNets for New Cameras without Retraining,False,0,False,0,,
nTwb2vBLOV,Rethinking the Power of Graph Canonization in Graph Representation Learning with Stability,True,2,False,0,Accept (poster),True
bUv5gJAAxH,Relating Implicit Bias and Adversarial Attacks through Intrinsic Dimension,True,1,False,0,Reject,False
QqqkskOFO9,Rethinking Actor-Critic: Successive Actors for Critic Maximization,True,3,False,0,Reject,False
FMMF1a9ifL,Gradual Optimization Learning for Conformational Energy Minimization,False,0,False,0,Accept (poster),True
buC4E91xZE,AnomalyCLIP: Object-agnostic Prompt Learning for Zero-shot Anomaly Detection,False,0,False,0,Accept (poster),True
6SNyuiph3F,Chat Vector: A Simple Approach to Equip LLMs With New Language Chat Capabilities,False,0,False,0,Reject,False
nOf6sb63dT,Generative Models are Self-Watermarked: Intellectual Property Declaration through Re-Generation,False,0,False,0,Reject,False
uxFme785fq,Nonlinear Inference Learning for Differentially Private Massive Data,False,0,False,0,Reject,False
uGtfk2OphU,Towards Faithful Explanations: Boosting Rationalization with Shortcuts Discovery,True,1,True,1,Accept (poster),True
tgjGR7eY5H,RL4CO: a Unified Reinforcement Learning for Combinatorial Optimization Library,False,0,False,0,Reject,False
SRn2o3ij25,IKL: Boosting Long-Tail Recognition with Implicit Knowledge Learning,False,0,False,0,Reject,False
LojXXo2xaf,GPT Can Solve Mathematical Problems Without a Calculator,False,0,False,0,Reject,False
0Z6lN4GYrO,S4G: Breaking the Bottleneck on Graphs with Structured State Spaces,True,1,False,0,Reject,False
KTtEICH4TO,CORN: Contact-based Object Representation for Nonprehensile Manipulation of General Unseen Objects,False,0,False,0,Accept (poster),True
5JWAOLBxwp,An Intuitive Multi-Frequency Feature Representation for SO(3)-Equivariant Networks,True,1,False,0,Accept (poster),True
og8yJ0wuz3,Language-Independent Embeddings for Entity Recognition via LLM Data-Level Knowledge Distillation,False,0,False,0,,
8tGu1pNUnN,CodeComplex: A Time-complexity Dataset for Multi-language Source Codes,True,2,False,0,,
GxrVyYoLSx,Implicit Regularisation in Overparametrized Networks: A Multiscale Analysis of the Fokker-Planck equation,False,0,False,0,Reject,False
AqN23oqraW,KoLA: Carefully Benchmarking World Knowledge of Large Language Models,False,0,False,0,Accept (poster),True
6rvliexcMV,Emergent representations in networks trained with the Forward-Forward algorithm,False,0,False,0,,
6ZE9Zktbh6,Screening Unlearnable Examples via Iterative Self Regression,False,0,False,0,,
hv3SklibkL,Graph Parsing Networks,False,0,False,0,Accept (poster),True
xWrAAsdKoX,Retrieving Texts by Abstract Descriptions,False,0,False,0,,
N0nTk5BSvO,TESTAM: A Time-Enhanced Spatio-Temporal Attention Model with Mixture of Experts,True,1,False,0,Accept (poster),True
idpV2AqusC,Improving SAM Requires Rethinking its Optimization Formulation,False,0,False,0,Reject,False
72MSbSZtHv,RedMotion: Motion Prediction via Redundancy Reduction,False,0,False,0,Reject,False
Dxl0EuFjlf,TILDE-Q: A Transformation Invariant Loss Function for Time-Series Forecasting,False,0,True,1,Reject,False
OsGUnYOzii,Learning From Simplicial Data Based on Random Walks and 1D Convolutions,True,1,False,0,Accept (poster),True
H0RztJssmQ,Adaptive Environmental Modeling for Task-Oriented Language Agents,False,0,False,0,Reject,False
wkbeqr5XhC,LUM-ViT: Learnable Under-sampling Mask Vision Transformer for Bandwidth Limited Optical Signal Acquisition,False,0,False,0,Accept (poster),True
tGEBnSQ0uE,Sensitivity-Aware Differentially Private Decentralized Learning with Adaptive Noise,False,0,False,0,,
KXNLvfCxEr,EvIL: Evolution Strategies for Generalisable Imitation Learning,False,0,False,0,Reject,False
MhzKwuvpm6,RILe: Reinforced Imitation Learning,False,0,False,0,Reject,False
EyDPfGy4Wh,Few Heads are Enough,False,0,False,0,Reject,False
VRJzlm2ecv,LMExplainer: A Knowledge-Enhanced Explainer for Language Models,False,0,True,1,,
0SgPbbyrWh,Optimal spherical codes for locality-sensitive hashing,False,0,False,0,,
iKsu33WcmU,ProtChatGPT: Towards Understanding Proteins with Large Language Models,False,0,False,0,,
9TJDsOEaBC,Bayesian Vector Optimization with Gaussian Processes,False,0,False,0,Reject,False
I7kpf3mZ4n,Meta- (out-of-context) learning in neural networks,False,0,False,0,Reject,False
lnffMykYSj,On the Long Range Abilities of Transformers,False,0,False,0,Reject,False
SQpnEfv9WH,Social-Transmotion: Promptable Human Trajectory Prediction,False,0,False,0,Accept (poster),True
JBLgjRRuHG,Efficient architectural aspects for text-to-video generation pipeline,False,0,False,0,,
JuyFppXzh2,Gandalf: Learning label correlations in Extreme Multi-label Classification via Label Features,False,0,False,0,Reject,False
wfgZc3IMqo,Robust Classification via Regression for Learning with Noisy Labels,False,0,False,0,Accept (poster),True
0xLWPdObG1,Subject-specific Deep Neural Networks for Count Data with High-cardinality Categorical Features,False,0,False,0,,
0xT87opqKV,ProteinAdapter: Adapting Pre-trained Large Protein Models for Efficient Protein Representation Learning,False,0,False,0,,
RSQL6xvUYW,Let's reward step by step: Step-Level reward model as the Navigators for  Reasoning,False,0,False,0,,
3SJE1WLB4M,Generalization error of spectral algorithms,False,0,True,2,Accept (spotlight),True
OFF38XvszP,Slot Structured World Models,True,1,False,0,,
Ali45HfJqJ,Observer Uncertainty of Learning in Games from a Covariance Perspective,True,1,True,1,Reject,False
5elND8cf8r,Contrastive Implicit Representation Learning,False,0,False,0,,
cbVnJa4l2o,LLM+A: Grounding Large Language Models in Physical World with Affordance Prompting,False,0,True,1,Reject,False
hpSEeLWkXX,SupMem: Support Memorization for Semiparametric Language Models,False,0,False,0,,
WBCPdhQPuz,DAS$^2$C: A Distributed Adaptive Minimax Method with Near-Optimal Convergence,False,0,False,0,,
dCHbFDsCZz,Learning to Reject with a Fixed Predictor: Application to Decontextualization,False,0,False,0,Accept (poster),True
YeOUqnPVwM,Disentangling Covariates to Predict Counterfactuals for single-cell data,False,0,False,0,,
JL42j1BL5h,All Languages Matter: On the Multilingual Safety of Large Language Models,False,0,True,2,Reject,False
oDYXpvnv5f,Deep Anti-Regularized Ensembles,False,0,True,1,Reject,False
RGE8Bs5Tra,CLASS-INCREMENTAL LEARNING USING GENERATIVE EXPERIENCE REPLAY BASED ON TIME-AWARE REGULARIZATION,False,0,False,0,Reject,False
y3CsNQal2l,Cross-Lingual Transfer with Large Language Models via Adaptive Adapter Merging,False,0,True,1,Reject,False
NF5uhYkI9C,Thin-Thick Adapter: Segmenting Thin Scans Using Thick Annotations,False,0,False,0,Reject,False
SJ9lqUalq1,$\gamma$-Orthogonalized Tensor Deflation: Towards Robust \& Interpretable Tensor Decomposition in the Presence of Correlated Components,False,0,False,0,Reject,False
jZPqf2G9Sw,Dynamics-Informed Protein Design with Structure Conditioning,False,0,True,2,Accept (poster),True
6UQaXJm53B,DfPO: Degeneration-free Policy Optimization via Action Masking in Natural Language Action Spaces,False,0,False,0,Reject,False
kjOegmWcko,SR-OOD: Out-of-Distribution Detection via Sample Repairing,False,0,False,0,,
ZmbCZw81xf,Syntactic Representations Enable Interpretable Hierarchical Word Vectors,False,0,False,0,Reject,False
5451cIQdWp,On Synthetic Data and Iterative Magnitude Pruning: a Linear Mode Connectivity Study,False,0,False,0,Reject,False
aX4fOLHrXT,Can General-Purpose Language Models Emulate a General-Purpose Computer In-Context?,False,0,False,0,,
e5hZmQXHHg,VRAda: A Variance Reduced Adaptive Algorithm for Stochastic Parameter-Agnostic Minimax Optimizations,False,0,False,0,,
774elYc5tw,Unlocking Anticipatory Text Generation: A Constrained Approach for Faithful Decoding with Large Language Models,False,0,False,0,Reject,False
tEgrUrUuwA,Partitioning Message Passing for Graph Fraud Detection,False,0,True,1,Accept (poster),True
EmQSOi1X2f,"Self-contradictory Hallucinations of Large Language Models: Evaluation, Detection and Mitigation",False,0,False,0,Accept (poster),True
YkR9UFlQ1s,Non-backtracking Graph Neural Networks,False,0,False,0,Reject,False
otoggKnn0A,FHA-Kitchens: A Novel Dataset for Fine-Grained Hand Action Recognition in Kitchen Scenes,False,0,False,0,Reject,False
4fVuBf5HE9,Towards Analyzing Self-attention via Linear Neural Network,False,0,False,0,Reject,False
rDhsRC0ldq,Do LLMs understand Pragmatics? An Extensive Benchmark for Evaluating Pragmatic Understanding of LLMs,False,0,False,0,,
lhZEodF8Dn,Efficient Denoising Diffusion via Probabilistic Masking,True,1,False,0,,
dAqH7CfHjL,Phase Transitions in Contrastive Learning,False,0,False,0,Reject,False
pJ55L21Tay,Two subspace clustering methods with prior masks,False,0,False,0,,
w8BL1NShjk,There is More to Graphs than Meets the Eye: Learning Universal Features with Self-supervision,True,1,False,0,Reject,False
61hDIuox86,Latent Lie Group Representations,False,0,False,0,,
ER1VDuwWvB,CORE: Common Random Reconstruction for Distributed Optimization with Provable Low Communication Complexity,False,0,False,0,Reject,False
d6oUP1tyNx,The KNN Score for Evaluating Probabilistic Multivariate Time Series Forecasting,False,0,False,0,Reject,False
1zhM0XkQh0,ProFeAT: Projected Feature Adversarial Training for Self-Supervised Learning of Robust Representations,False,0,False,0,Reject,False
rmLTwKGiSP,Semi-Anchored Gradient Methods for Nonconvex-Nonconcave Minimax Problems,False,0,False,0,Reject,False
xw3fStKCwm,Tensor-Train Point Cloud Compression and Efficient Approximate Nearest Neighbor Search,False,0,False,0,Reject,False
5twh6pM4SR,Automating Continual Learning,False,0,False,0,Reject,False
Cw6lk56w6z,When does In-context Learning Fall Short and Why? A Study on Specification-Heavy Tasks,False,0,False,0,Reject,False
bXI0thP733,Mitigating backdoor attacks with generative modelling and dataset relabelling,True,1,False,0,Reject,False
0GZ1Bq4Tfr,Layer-wise Pre-weight Decay,False,0,False,0,Reject,False
QHVTxso1Is,Efficient Unsupervised Knowledge Distillation with Space Similarity,True,2,False,0,Reject,False
gaAvQ4ogUX,A Convergent Federated Clustering  Algorithm without Initial Condition,False,0,False,0,,
0cJ8ERfnrM,Antibody DomainBed: Out-of-Distribution Generalization in Therapeutic Protein Design,True,1,True,1,Reject,False
Ffjc8ApSbt,Debiased Collaborative Filtering with Kernel-Based Causal Balancing,False,0,False,0,Accept (spotlight),True
v5lmhckxlu,Integrated Model Explanations by Independent and Collaborative Feature Influence via Linear-Nonlinear Perspectives.,False,0,False,0,Reject,False
eQcVfCK5cO,Where is the Invisible: Spatial-Temporal Reasoning with Object Permanence,True,1,False,0,Reject,False
ABIcBDLBVG,Fill in the Blank: Exploring and Enhancing LLM Capabilities for Backward Reasoning in Math Word Problems,False,0,False,0,Reject,False
Y7SqgqKIkz,Data-Efficient Group Robustness via Out of Distribution Concepts,False,0,False,0,,
AyXIDfvYg8,Symmetric Neural-Collapse Representations with Supervised Contrastive Loss: The Impact of ReLU and Batching,False,0,False,0,Accept (poster),True
ADDCErFzev,Manipulating dropout reveals an optimal balance of efficiency and robustness in biological and machine visual systems,False,0,True,1,Accept (poster),True
tMKz4IgSZQ,Controllable Text-to-Image Generation with Automatic Sketches,False,0,False,0,Reject,False
p14iRzavpt,Knowledge Distillation with Perturbed Loss: From a Vanilla Teacher to a Proxy Teacher,False,0,False,0,Reject,False
hIpUwg8kAU,Estimation error of gradient descent in deep regressions,False,0,False,0,Reject,False
oVVLBxVmbZ,Fast Conditional Intervention in Algorithmic Recourse with Reinforcement Learning,False,0,False,0,Reject,False
H9D1revQeW,Training graph backward compatible embeddings,False,0,False,0,,
327tbF3S65,DDMI: Domain-agnostic Latent Diffusion Models for Synthesizing High-Quality Implicit Neural Representations,False,0,False,0,Accept (poster),True
9jmUwjZi7j,DreamFuser: Value-guided Diffusion Policy for Offline Reinforcement Learning,False,0,False,0,Reject,False
YjpswiEHyQ,2D-Supervised Monocular 3D Object Detection by Global-to-Local Reconstruction,False,0,False,0,,
H7R0z6V9fR,TANGO: Time-Reversal Latent GraphODE for Multi-Agent Dynamical Systems,False,0,False,0,Reject,False
