s2_paper_id,arxiv_id,title,year,citation_count,community,is_seed
b4d81c89c973b6d207dbc0562760200b7d7974ed,2507.08802,The Non-Linear Representation Dilemma: Is Causal Abstraction Enough for Mechanistic Interpretability?,2025.0,21,causal,True
f0359e993b444e002479a3f2a7177c11e4e432ba,,Causal Abstraction for Chain-of-Thought Reasoning in Arithmetic Word Problems,2023.0,19,causal,False
f8e6f2bd8cf6137bbb58ab9c8bd1f1da5f5bf998,2211.12270,Causal Abstraction with Soft Interventions,2022.0,19,causal,False
205cc15fca6963b355e4c071071368e874ee103e,2212.09897,Inducing Character-level Structure in Subword-based Language Models with Type-level Interchange Intervention Training,2022.0,16,causal,False
6f4bd12f1a16cf5dc83cf94a7bb2805b2d2e1f53,2406.00394,Learning Causal Abstractions of Linear Structural Causal Models,2024.0,9,causal,False
6163066fdff9664bbe1a97968f9db333bca273d2,,Neuron Dependency Graphs: A Causal Abstraction of Neural Networks,2022.0,8,causal,False
05877e76088d0f7d1363f287f44e359708667579,2505.11770,Internal Causal Mechanisms Robustly Predict Language Model Out-of-Distribution Behaviors,2025.0,7,causal,False
1b7c9e9b6aaeb0199790737650a57eaaa3ae125f,2412.17080,Aligning Graphical and Functional Causal Abstractions,2024.0,7,causal,False
1d66adcde0d14e59132e4243274936af400827c9,,Causal Differentiating Concepts: Interpreting LM Behavior via Causal Representation Learning,,7,causal,False
b400756067cef54c09feb4a27c8d7a12d5d9042f,2501.19335,What is causal about causal models and representations?,2025.0,6,causal,False
de420d0808a9dcff1b3c9a68e420642755455056,2502.00407,Causal Abstraction Learning based on the Semantic Embedding Principle,2025.0,5,causal,False
b2afc970cc14a41872ea4596d109c1ff3914e721,2509.01631,Unraveling LLM Jailbreaks Through Safety Knowledge Neurons,2025.0,5,causal,False
08cc0986b25762f298c4cd041a26b97239f67816,2501.08429,Modeling Discrimination with Causal Abstraction,2025.0,4,causal,False
ed18e1e1ffb0fe731f54c07a9f8f1fc75d27ac12,2510.04842,Distributionally Robust Causal Abstractions,2025.0,3,causal,False
2fa991ca2037033bf3d849e053315e21530244d2,2508.11214,How Causal Abstraction Underpins Computational Explanation,2025.0,3,causal,False
7530bd9639bc207e9d703a327582c526ac7c21d2,2410.20161,Causal Abstraction in Model Interpretability: A Compact Survey,2024.0,2,causal,False
2afe73ffb06bb5c47ad89f35085eaf9d3ddc2d76,2510.18052,Measure-Theoretic Anti-Causal Representation Learning,2025.0,1,causal,False
c56647e5e418a5a69d8fe1c2d40d4f6ffb10926b,2507.06213,Identifiability in Causal Abstractions: A Hierarchy of Criteria,2025.0,1,causal,False
364a3a287ffaacc12467af82fadb0d64deaea71f,2503.10834,On the Identifiability of Causal Abstractions,2025.0,1,causal,False
d667a340a3b6539c173782c21273e93aa191f45d,2605.06979,PLOT: Progressive Localization via Optimal Transport in Neural Causal Abstraction,2026.0,0,causal,False
66a99cda71d8ad1e6a918894969a1d2a807a33ab,2605.02234,Bucketing the Good Apples: A Method for Diagnosing and Improving Causal Abstraction,2026.0,0,causal,False
bdc1e927d7460c0713f919c06fd3ad91fae348d8,2602.24266,Efficient Discovery of Approximate Causal Abstractions via Neural Mechanism Sparsification,2026.0,0,causal,False
1f618d53d52ae52d44194ef16bd2f128755246dd,2510.05033,"Causal Abstractions, Categorically Unified",2025.0,0,causal,False
255a65f4ed4732b2a3734d7315e4a7895eccab9a,2509.22553,"Linear Causal Representation Learning by Topological Ordering, Pruning, and Disentanglement",2025.0,0,causal,False
457f40a44ec1e2050f25bc5802207e317e62070a,2605.19135,Identifiable Multimodal Causal Representation Learning under Partial Latent Sharing,2026.0,0,causal,False
c3d0226175d4a927a0d59b539126eba17a7f73fb,,Interchange Interventions on Vision Models,,0,causal,False
b12d07063d96ad63e89236ccb6eb39b008ae40a1,2606.05972,LLM Explainability with Counterfactual Chains and Causal Graphs,2026.0,0,causal,False
1da7d92436587b3e8a0309319f303b70d3a08cf1,2605.22651,What Does the Caption Really Say? Counterfactual Phrase Intervention for Compositional Data Selection in Vision-Language Pretraining,2026.0,0,causal,False
996445d847f06e99b0bd259345408a0cf1bce87e,2202.05262,Locating and Editing Factual Associations in GPT,2022.0,2708,circuits,True
6edd112383ad494f5f2eba72b6f4ffae122ce61f,2211.00593,Interpretability in the Wild: a Circuit for Indirect Object Identification in GPT-2 small,2022.0,1063,circuits,True
c90a99eeb57019732a6cc996bb9eaf13faedf00f,2209.11895,In-context Learning and Induction Heads,2022.0,898,circuits,True
a0cfd36e6c7abf070f492ae52a35af895a1c5592,,Zoom In: An Introduction to Circuits,2020.0,710,circuits,False
2c871df72c52b58f05447fcb3afc838168d94505,2104.08696,Knowledge Neurons in Pretrained Transformers,2021.0,692,circuits,False
eefbd8b384a58f464827b19e30a6920ba976def9,2304.14997,Towards Automated Circuit Discovery for Mechanistic Interpretability,2023.0,669,circuits,True
b8f280d8bf685f8da7c83068e73f000528072d6b,2403.19647,Sparse Feature Circuits: Discovering and Editing Interpretable Causal Graphs in Language Models,2024.0,370,circuits,True
c16c05ca0a3d24519405849fd24604fc1ce47751,2309.16042,Towards Best Practices of Activation Patching in Language Models: Metrics and Methods,2023.0,254,circuits,False
3c6da6f1601aee99b8e5b8dcf2d21c42d9252b04,2406.11944,Transcoders Find Interpretable LLM Feature Circuits,2024.0,169,circuits,False
27f7aa77bf343fefd3984c6b23265af672bcc0a3,2310.10348,Attribution Patching Outperforms Automated Circuit Discovery,2023.0,159,circuits,False
77f02ff24909896856fec410968aef7999c29440,2307.09458,Does Circuit Analysis Interpretability Scale? Evidence from Multiple Choice Capabilities in Chinchilla,2023.0,158,circuits,False
07363dd18fed7feb8de6cbf2e5be164c19655723,,Thread: Circuits,2020.0,149,circuits,False
0d8f8092ea3ee98a4ab5b797a7b5c0287c73ce36,2403.17806,Have Faith in Faithfulness: Going Beyond Circuit Overlap When Finding Model Mechanisms,2024.0,126,circuits,False
c0d9a48547d728dd320b453b01a0ab1ce2f96098,2310.08744,Circuit Component Reuse Across Tasks in Transformer Language Models,2023.0,113,circuits,False
436cd0fe00807bc9d14434f3313dc836530f2dae,2401.12181,Universal Neurons in GPT2 Language Models,2024.0,98,circuits,True
d048c9ad2fdf0a5155110271358e30cd24f53bda,2409.03752,Attention heads of large language models,2024.0,88,circuits,False
110804428354df709b3693f9efc81946a9036ebf,2309.04827,"Neurons in Large Language Models: Dead, N-gram, Positional",2023.0,87,circuits,True
07c2c3b4af7e4ff1577f36f47f1c93398a6df648,2312.09230,"Successor Heads: Recurring, Interpretable Attention Heads In The Wild",2023.0,79,circuits,False
0eae83a76b2db97547d8ed42bb048c3eaaf78027,2310.04625,Copy Suppression: Comprehensively Understanding an Attention Head,2023.0,67,circuits,False
61393e6ad8262f2fbf1ef980608c3deae5fb1afd,2311.17030,Is This the Subspace You Are Looking for? An Interpretability Illusion for Subspace Activation Patching,2023.0,51,circuits,False
d6fbe7f4523bee8fa814694897347ecdc7d06944,2410.13835,Active-Dormant Attention Heads: Mechanistically Demystifying Extreme-Token Phenomena in LLMs,2024.0,51,circuits,False
f8ed3401a5f3fb14bbf77da53e132b36102aa0e3,2406.16778,Finding Transformer Circuits with Edge Pruning,2024.0,49,circuits,False
5d938fc24b4d34bbc76e98a034cf2cad9f491b61,,"Introduction to Circuits, I",2000.0,36,circuits,False
b5131c07be779d90af946e6f370156b9506b7c0d,2307.03637,Discovering Variable Binding Circuitry with Desiderata,2023.0,31,circuits,False
4ed00390e76aaa54c8782dd882d7364332733448,2410.13032,Hypothesis Testing the Circuit Hypothesis in LLMs,2024.0,28,circuits,False
5e878b65e772e759e6f06d63408f6956b474cdda,,Copy Suppression: Comprehensively Understanding a Motif in Language Model Attention Heads,2024.0,25,circuits,False
9e08a7385a3908ecfaa7886c8597f8c533672ca0,2405.13868,Automatically Identifying Local and Global Circuits with Linear Computation Graphs,2024.0,23,circuits,False
96706639ed81471fc37dc0d130b8db679a6d173c,2312.10091,Look Before You Leap: A Universal Emergent Decomposition of Retrieval Tasks in Language Models,2023.0,18,circuits,False
310c4261f47219e60069e646bdef8cbeb6a52a9c,2502.06852,EAP-GP: Mitigating Saturation Effect in Gradient-based Automated Circuit Identification,2025.0,17,circuits,False
40c34e85dc4558d26bfef7fb54327dbd4a0bebc3,2311.04354,Uncovering Intermediate Variables in Transformers using Circuit Probing,2023.0,15,circuits,False
5bed8937926f7381db9a5f67b9ec76dbcb34b678,2502.09022,Mechanistic Unveiling of Transformer Circuits: Self-Influence as a Key to Model Reasoning,2025.0,14,circuits,False
9d59b95ddd36e7f2cdc936c3b80f5b6b2c1f39c4,2502.11812,Towards Understanding Fine-Tuning Mechanisms of LLMs via Circuit Analysis,2025.0,13,circuits,False
284fdf2c118612031580d09fb49148b6a696e160,2601.22594,Language Model Circuits Are Sparse in the Neuron Basis,2026.0,11,circuits,False
3321f05dae97d4a1b98ba4535e393f12168867fd,2503.15117,Exploring Model Editing for LLM-based Aspect-Based Sentiment Classification,2025.0,11,circuits,False
b7ec8f0ba450d654cc7ecd8e9cca5022b72dd38d,2502.04577,Position-aware Automatic Circuit Discovery,2025.0,11,circuits,False
99a25b62fd9ad86cff5898ff4fccdbc29b373b0a,2411.04105,A Implies B: Circuit Analysis in LLMs for Propositional Logical Reasoning,2024.0,11,circuits,False
fe05e1ab236f9d4f7a0c8440cf06a28db5b40a5e,2504.00132,Contextualize-then-Aggregate: Circuits for In-Context Learning in Gemma-2 2B,2025.0,9,circuits,False
29b54348bf3351be42fc4cab78e64a2ce8d7c8d6,2508.21258,RelP: Faithful and Efficient Circuit Discovery via Relevance Patching,2025.0,9,circuits,False
16bdf18caed48aa2afe1a8711bf96630e9f88410,2505.15807,The Atlas of In-Context Learning: How Attention Heads Shape In-Context Retrieval Augmentation,2025.0,8,circuits,False
ff2b1e045d43bfddcfd12414493de0acb8575a3a,2509.17588,Interpreting Attention Heads for Image-to-Text Information Flow in Large Vision-Language Models,2025.0,6,circuits,False
dac2837d729d4f77d684901bb049b5732d3fd667,2506.21588,Understanding Verbatim Memorization in LLMs Through Circuit Discovery,2025.0,6,circuits,False
ed4697bd40a4c30e5318e258e98c07a215f99c2f,2602.16823,Formal Mechanistic Interpretability: Automated Circuit Discovery with Provable Guarantees,2026.0,6,circuits,False
a126eb9e5c77e20314ef5acae3376032daf5c52f,2510.00845,Mechanistic Interpretability as Statistical Estimation: A Variance Analysis of EAP-IG,2025.0,5,circuits,True
e02b5861d68edb0ebceb241aeff5eac40da451b2,2505.24731,Circuit Stability Characterizes Language Model Generalization,2025.0,5,circuits,False
c4b83c1e338f463ffe88d8c5067afd03b80cd5d9,2512.10978,Cognitive Mirrors: Exploring the Diverse Functional Roles of Attention Heads in LLM Reasoning,2025.0,5,circuits,False
bcf821ae73e29241e036f72c840b66606f0f028f,2505.06032,Short-circuiting Shortcuts: Mechanistic Investigation of Shortcuts in Text Classification,2025.0,4,circuits,False
cebbfdef1db60a2a30442ccdbc8e80066a13dd6d,2512.18634,From Shortcut to Induction Head: How Data Diversity Shapes Algorithm Selection in Transformers,2025.0,4,circuits,False
96be5c296ece58c23d7a89c3dd9defd7a1392d8b,2605.24059,Spectral Probe-Circuits: A Three-Step Recipe for Identifying Attention-Head Circuits in Pretrained Transformers,2026.0,3,circuits,False
acecff305f0f573a5fa67bad6e734dd4f16b3315,2602.22968,Certified Circuits: Stability Guarantees for Mechanistic Circuits,2026.0,3,circuits,False
6de77c59381b74de6e6f554c3f6e12690d6628e8,2510.06811,BlackboxNLP-2025 MIB Shared Task: Exploring Ensemble Strategies for Circuit Localization Methods,2025.0,3,circuits,False
5599f78bee6d3c3372738eb05b432e1af150f614,2505.17630,Correcting Gradient-Based Circuit Localization via Interaction-Aware Backpropagation,2025.0,3,circuits,False
cd2f35cff5cb0f07e6ef700bd1a476e9755bb2c8,2602.12026,Protein Circuit Tracing via Cross-layer Transcoders,2026.0,2,circuits,False
9790eb77f0fbedc5188aca003386c937204e8d8a,2512.09757,"Circuits, Features, and Heuristics in Molecular Transformers",2025.0,2,circuits,False
df84febb73d5da14893da233c421eb98bfa09b9d,2510.14936,Circuit Insights: Towards Interpretability Beyond Activations,2025.0,2,circuits,False
f359947567121a838cba9bc20455361f01c2fc02,2603.23268,SafeSeek: Universal Attribution of Safety Circuits in Language Models,2026.0,2,circuits,False
4855f0d4b351c9904bf7e47375a90e4fb5bb822d,2605.28860,Mechanistic origins of catastrophic forgetting: why RL preserves circuits better than SFT?,2026.0,2,circuits,False
f9176eb8ff89207e355db1136a998869002e75c8,2603.13652,Causal Attribution via Activation Patching,2026.0,2,circuits,False
8a4e9316315edf9ea7c9e9cb5cc80bca8011666b,2511.07482,Alignment-Constrained Dynamic Pruning for LLMs: Identifying and Preserving Alignment-Critical Circuits,2025.0,2,circuits,False
eeab8b8ca16c7dce804240609c959096c57a0111,2604.04982,CURE:Circuit-Aware Unlearning for LLM-based Recommendation,2026.0,2,circuits,False
4b088ed77698ac50e3082b8f27b584e8bf0222ff,2603.18523,Counting Circuits: Mechanistic Interpretability of Visual Reasoning in Large Vision-Language Models,2026.0,2,circuits,False
a3f616abde4bad6389405fbd2d9eba9ba23e9f65,2602.20330,Circuit Tracing in Vision-Language Models: Understanding the Internal Mechanisms of Multimodal Thinking,2026.0,2,circuits,False
ba725ea90011e5162e4e2952193de6a45bff034f,2512.13279,AIR: Post-training Data Selection for Reasoning via Attention Head Influence,2025.0,2,circuits,False
970de0cb4a057705182398fba97bc7a790e08115,2510.25786,BlackboxNLP-2025 MIB Shared Task: Improving Circuit Faithfulness via Better Edge Selection,2025.0,2,circuits,False
ba4f571c2c40b0f387abebdce2322b71304945b9,2510.03282,Discovering Transformer Circuits via a Hybrid Attribution and Pruning Framework,2025.0,2,circuits,False
cae115cd059d12f4213780a0840b3cb2f3c6fd9d,2605.12671,All Circuits Lead to Rome: Rethinking Functional Anisotropy in Circuit and Sheaf Discovery for LLMs,2026.0,1,circuits,False
d243346b2ec225d7afda9c2b9da524d47c90d395,2603.01752,"Causal Circuit Tracing Reveals Distinct Computational Architectures in Single-Cell Foundation Models: Inhibitory Dominance, Biological Coherence, and Cross-Model Convergence",2026.0,1,circuits,False
c7a41c36e056cdbce7de38baf78ce113974fb386,2602.22581,IBCircuit: Towards Holistic Circuit Discovery with Information Bottleneck,2026.0,1,circuits,False
85ed19ec62027ecad1101f21eed7748915dd5c04,,Unveiling Language Skills under Circuits,2024.0,1,circuits,False
4115605949049ba24cbe329776315f846236dcf5,2605.08348,How Much Do Circuits Tell Us? Measuring the Consistency and Specificity of Language Model Circuits,2026.0,1,circuits,False
61d724d883d1fcfdf1501d4dfda51901873a3945,2604.24302,Differentiable Faithfulness Alignment for Cross-Model Circuit Transfer,2026.0,1,circuits,False
aeeb91b5a9ff414acdf5cd3cef933d5b28b5735b,2604.14477,Seeing Through Circuits: Faithful Mechanistic Interpretability for Vision Transformers,2026.0,1,circuits,False
b861550c4fe3db6bf6f35f50a33ae0ef3173c265,2602.09784,Circuit Fingerprints: How Answer Tokens Encode Their Geometrical Path,2026.0,1,circuits,False
76d75e9491682dd9a89e605e98405203b8398a7f,2605.20441,Weight Decay Regimes in Grokking Transformers: Cheap Online Diagnostics,2026.0,1,circuits,False
ba7405a2962f23cc9652520840de9ec2b3aeb632,2511.20910,Emergence and Localisation of Semantic Role Circuits in LLMs,2025.0,1,circuits,False
2e345a4fba9c4a3421d4707b7bc8aed385e1b8bd,2606.16939,Scalable Circuit Learning for Interpreting Large Language Models,2026.0,0,circuits,False
8bfadbf56c09689b7f9e67345f4eee610cea40c2,2606.15796,DifFRACT: Diffusion Feature Reconstruction and Attribution for Circuit Tracing,2026.0,0,circuits,False
732626fb48658aa1e3d2777c97c9821ab49ba9f9,2606.06664,Inside the Visual Mind: Neuroscience-Motivated Concept Circuits for Interpreting and Steering Vision Transformers,2026.0,0,circuits,False
c3a7151579a97ed9de557b1b7eb95df51873de38,2605.25603,Detecting Unfaithful Chain-of-Thought via Circuit-Guided Internal-External Discrepancy,2026.0,0,circuits,False
dce70bd4bc68e7ac5a67a78aa492e5a976083651,2605.22719,Reading Task Failure Off the Activations: A Sparse-Feature Audit of GPT-2 Small on Indirect Object Identification,2026.0,0,circuits,False
8d210472b520a7845602614ff6457e8a553d99e8,2605.20824,Markovian Circuit Tracing for Transformer State Dynamic,2026.0,0,circuits,False
9573396988f03e66e9768583a314e991170a5e59,2605.21303,From Circuit Evidence to Mechanistic Theory: An Inductive Logic Approach,2026.0,0,circuits,False
b7fa201cf1f756157d85b0df9bf7cdd2d3d0256d,2605.09773,Exploitation Without Deception: Dark Triad Feature Steering Reveals Separable Antisocial Circuits in Language Models,2026.0,0,circuits,False
d14a14ef5264f2fc8bda395cf568800a4b8b98f2,2603.11940,"Exhaustive Circuit Mapping of a Single-Cell Foundation Model Reveals Massive Redundancy, Heavy-Tailed Hub Architecture, and Layer-Dependent Differentiation Control",2026.0,0,circuits,False
b550410bd6871c5a6c0973ccf982012421cc0885,2601.12879,Hierarchical Sparse Circuit Extraction from Billion-Parameter Language Models through Scalable Attribution Graph Decomposition,2026.0,0,circuits,False
45e85c0a5e5955ff341452eb6d880826e3a2fc15,,Active Circuit Discovery: A Multi-Action POMDP Agent for Causal Feature Identification in Transformer Attribution Graphs,2026.0,0,circuits,False
216670494817c9db01fa86ac9bccae25ee0a3ab2,2604.01604,CRaFT: Circuit-Guided Refusal Feature Selection via Cross-Layer Transcoders,2026.0,0,circuits,False
7385482b73ca877e1678cbd96840d0770fee8e1c,2603.25075,Sparse Visual Thought Circuits in Vision-Language Models,2026.0,0,circuits,False
8746c2f58f791499724cfb74d585a3a1d724500a,2602.07080,CodeCircuit: Toward Inferring LLM-Generated Code Correctness via Attribution Graphs,2026.0,0,circuits,False
3a86e94617cc69cfbd6b472ae2f0a91fa27a9ff5,2602.13524,Singular Vectors of Attention Heads Align with Features,2026.0,0,circuits,False
99b68559c26d6013e23bb296a3c380ee97497f12,2606.12966,Circuit Synchronization Precedes Generalization: Causal Evidence from Fourier Structure in Grokking Transformers,2026.0,0,circuits,False
fc7eb337f1d8de11befdc5055fcbc5eeea046f42,2606.08644,A retrieval conditioned rebinding circuit for dynamic entity tracking in large language models,2026.0,0,circuits,False
fbd2c57168477342fd3a66fc9f943dd085d7e967,2605.05685,Temporal Functional Circuits: From Spline Plots to Faithful Explanations in KAN Forecasting,2026.0,0,circuits,False
0d4ea0b90c92559e724226078e55e7fd16a84b75,2605.08200,"Where Reliability Lives in Vision-Language Models: A Mechanistic Study of Attention, Hidden States, and Causal Circuits",2026.0,0,circuits,False
f47b3021182b68e6919912fcb08fdbae808ad71f,2603.21236,Posterior-Calibrated Causal Circuits in Variational Autoencoders: Why Image-Domain Interpretability Fails on Tabular Data,2026.0,0,circuits,False
b0b3ba49b1e9cf2f11757cba5eb074f85f1a9bc0,2506.22105,Identifying a Circuit for Verb Conjugation in GPT-2,2025.0,0,circuits,False
29b88df30edd0ab758a45bab84dcbbe59652b5a8,2311.10905,Flexible Model Interpretability through Natural Language Model Editing,2023.0,0,circuits,False
2c8670410399ed677a926835bd5d2e2f0c1a4a81,2511.18409,Findings of the BlackboxNLP 2025 Shared Task: Localizing Circuits and Causal Variables in Language Models,2025.0,0,circuits,False
9590dfb68ae132e1476fcdaa22508a857a78b932,2606.09607,"Closure-Validated Circuit Discovery in Attention Heads: Co-activation Proposes, Ablation Disposes",2026.0,0,circuits,False
89e3cd15fc3b8e018e6e15a9f9311c59693ab34c,2606.08777,How Many Counterfactuals Does It Take? Probing VLM Hallucinations Through Circuits and Causal Effects,2026.0,0,circuits,False
ef520875710fd7fc9d6bce212d3198238b3b150f,2606.05378,Pattern Selectivity is Not Task-Causal Structure: A Cross-Architecture Mechanistic Study of Composed-Task Circuits in 1B-Class Language Models,2026.0,0,circuits,False
f661e2f49d2bd3bd6d71c00e474ad3e34b7bdb42,2606.02378,When Do Attention Circuits Form? Developmental Trajectories of Capability and Attention-Sink Emergence Across Three 1B-ClassArchitectures,2026.0,0,circuits,False
4bce00187e57fd4caa06e4cd51c3535370c461e5,2605.29901,Dissecting the Black Box: Circuit-Level Analysis of LLM Vulnerability Detection,2026.0,0,circuits,False
c99906be85ac7643561d4e4466cdd8fb2f48c5d6,2605.27824,Revealing Algorithmic Deductive Circuits for Logical Reasoning,2026.0,0,circuits,False
a2b41a3b2d99cae4bfcee5bd3e4e6df85f45eb8d,2605.26343,MechRL: Reinforcement Learning Agents Perform Circuit Discovery for Mechanistic Interpretability,2026.0,0,circuits,False
e1633682e41878dd391b8991eb7e0be2d103b176,2605.19250,Causal Evidence for Attention Head Imbalance in Modality Conflict Hallucination,2026.0,0,circuits,False
69cacfc3c094631ee845a7d901949b7a2d4a1a42,2605.16023,Judge Circuits,2026.0,0,circuits,False
afd4c65984ca3afd54f2e503820c4bbbec3bb724,2605.13156,Dual-Pathway Circuits of Object Hallucination in Vision-Language Models,2026.0,0,circuits,False
33b9948dc76f8e7a9a53dad605fed6a1f555614d,2605.08853,"Architecture, Not Scale: Circuit Localization in Large Language Models",2026.0,0,circuits,False
d148baafce61f836c8a58ad83c2ce3e4e273012a,2605.09129,Data-driven Circuit Discovery for Interpretability of Language Models,2026.0,0,circuits,False
9b18e11b22e3917d1833237f3ba89fbb6fc16837,2605.07984,Where's the Plan? Locating Latent Planning in Language Models with Lightweight Mechanistic Interventions,2026.0,0,circuits,False
ebd49a487b1c2832372bbbb0d0f7c6059a5f1b95,2604.27401,Perturbation Probing: A Two-Pass-per-Prompt Diagnostic for FFN Behavioral Circuits in Aligned LLMs,2026.0,0,circuits,False
b75c867d0579cf5e30dbb3e965fe0410d5a63a41,2604.19117,LLMs Know They're Wrong and Agree Anyway: The Shared Sycophancy-Lying Circuit,2026.0,0,circuits,False
3f6aeb0a2ef0d48844590b0780fb55babe6e3468,2604.16889,"Prune, Interpret, Evaluate: A Cross-Layer Transcoder-Native Framework for Efficient Circuit Discovery via Feature Attribution",2026.0,0,circuits,False
fbf7c7bf0299c46ac11c53e0d1d2352ff0d87c07,2604.05876,Mechanistic Circuit-Based Knowledge Editing in Large Language Models,2026.0,0,circuits,False
0f1e19a6b95a247276063b8771c5b58621c1701f,2605.31558,"Positional versus Symbolic Attention Heads: Learning Dynamics, RoPE Geometry, and Length Generalization",2026.0,0,circuits,False
915224127cb8359c3ae7eba9fe37961b7154a679,2605.24603,CSP-Atlas: Concept-Specific Neural Circuits in a Sparse Python Transformer,2026.0,0,circuits,False
4363fc53551524e4375932804af63bc5b20b19a5,2605.24033,Towards Verifiable Transformers: Solver-Checkable Circuit Explanations,2026.0,0,circuits,False
e4d1b5f6deccb690be057fba70eeb8752e2d933c,2605.03354,What Happens Inside Agent Memory? Circuit Analysis from Emergence to Diagnosis,2026.0,0,circuits,False
6191bf836609336e805f65a97adfeb63719d82fb,2604.00716,CircuitProbe: Predicting Reasoning Circuits in Transformers via Stability Zone Detection,2026.0,0,circuits,False
33781935be06f06efbf58ac5e4f9ad2f4460ba02,2602.17526,The Anxiety of Influence: Bloom Filters in Transformer Attention Heads,2026.0,0,circuits,False
c4a2788ec6f73e0c07ca7a4482527bdf6943ff1d,,Circuit explained: How does a transformer perform compositional generalization,2026.0,0,circuits,False
87a0b992da8f449a8be52626c4c3d91948e3ca64,2601.20796,Dissecting Multimodal In-Context Learning: Modality Asymmetries and Circuit Dynamics in modern Transformers,2026.0,0,circuits,False
7c377684b9a74aebc64d29264fcf9daffe0d6143,2511.16893,Predicting the Emergence of Induction Heads in Language Model Pretraining,2025.0,0,circuits,False
911d3445e4f07ef280d0a9008cfdf0f8606debe4,2606.12841,TimeROME-DLM: Temporal Causal Tracing and Low-Rank Inference-Time Knowledge Editing for Masked Diffusion Language Models,2026.0,0,circuits,False
50fcf2f67deaa1e1142dfcb230025cc4fb3f3df2,2605.24614,Measuring the Depth of LLM Unlearning via Activation Patching,2026.0,0,circuits,False
f82a99bf9bbdf5680223ff7bcf55f50ad6ada2df,2605.15138,Forgetting That Sticks: Quantization-Permanent Unlearning via Circuit Attribution,2026.0,0,circuits,False
fc5440772f254c76924b990a220d6f9fe3e19898,2508.16109,From Indirect Object Identification to Syllogisms: Exploring Binary Mechanisms in Transformer Circuits,2025.0,0,circuits,False
e8cbba9de6968aa029878c7256b8f726ad6d15bf,2508.00903,"Universal Neurons in GPT-2: Emergence, Persistence, and Functional Impact",2025.0,0,circuits,False
f6b51c8753a871dc94ff32152c00c01e94f90f09,1301.3781,Efficient Estimation of Word Representations in Vector Space,2013.0,34489,mi_general,False
3febb2bed8865945e7fddc99efd791887bb7e14f,1802.05365,Deep Contextualized Word Representations,2018.0,12178,mi_general,False
eb7ee0bc355652654990bcf9f92f124688fde493,1606.03657,InfoGAN: Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets,2016.0,4529,mi_general,False
d516daff247f7157fccde6649ace91d969cd1973,1606.03490,The mythos of model interpretability,2016.0,4432,mi_general,False
c4fd9c86b2b41df51a6fe212406dda81b1997fd4,,Linguistic Regularities in Continuous Space Word Representations,2013.0,3939,mi_general,False
9a56ab8b1aba50dc2fea3cf4b531d30891a88ba9,2005.10242,Understanding Contrastive Representation Learning through Alignment and Uniformity on the Hypersphere,2020.0,2459,mi_general,False
682b9d2212258fd5edbfca589c86390c31a956b0,1711.11279,Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV),2017.0,2351,mi_general,False
726320cdbd04804ffa8f3a78c095bd1b55a2a695,1905.00414,Similarity of Neural Network Representations Revisited,2019.0,2259,mi_general,False
744464cd6fa8341633cd3b5d378faab18a3b543a,1704.05796,Network Dissection: Quantifying Interpretability of Deep Visual Representations,2017.0,1765,mi_general,False
455a8838cde44f288d456d01c76ede95b56dc675,,A Structural Probe for Finding Syntax in Word Representations,2019.0,1380,mi_general,False
